id,landmark_id
magdalen_001153,9
oxford_003299,12
christ_church_001070,4
oxford_003368,12
magdalen_000134,9
ashmolean_000184,1
magdalen_000111,9
jesus_000125,7
christ_church_000326,4
magdalen_000675,9
oxford_001070,12
magdalen_000181,9
worcester_000061,16
oxford_003351,12
worcester_000109,16
oxford_000637,12
oxford_000208,12
oxford_000304,12
jesus_000043,7
magdalen_000078,9
balliol_000099,2
radcliffe_camera_000442,14
new_000272,10
worcester_000063,16
new_000906,10
balliol_000188,2
magdalen_000607,9
christ_church_000374,4
oxford_003304,12
magdalen_000097,9
magdalen_000020,9
christ_church_000294,4
new_000898,10
all_souls_000073,0
magdalen_000383,9
magdalen_000427,9
new_000206,10
trinity_000091,15
oriel_000043,11
oxford_003357,12
new_000175,10
magdalen_001139,9
balliol_000026,2
christ_church_000891,4
all_souls_000188,0
jesus_000000,7
trinity_000362,15
ashmolean_000306,1
new_000307,10
balliol_000107,2
ashmolean_000202,1
oxford_000774,12
jesus_000054,7
ashmolean_000150,1
oxford_002415,12
bodleian_000226,3
pitt_rivers_000126,13
magdalen_000448,9
oxford_000061,12
magdalen_000222,9
bodleian_000380,3
worcester_000159,16
magdalen_000732,9
trinity_000128,15
radcliffe_camera_000248,14
new_000484,10
oxford_002142,12
christ_church_000655,4
oxford_000781,12
oxford_001355,12
oxford_001356,12
oxford_000815,12
trinity_000223,15
bodleian_000173,3
oxford_003039,12
pitt_rivers_000148,13
oxford_003359,12
magdalen_000958,9
oxford_000583,12
magdalen_000941,9
bodleian_000067,3
magdalen_000712,9
magdalen_000023,9
oxford_001348,12
magdalen_001010,9
christ_church_001061,4
bodleian_000424,3
bodleian_000371,3
oxford_002531,12
oxford_000490,12
new_000771,10
magdalen_000756,9
oxford_003063,12
oxford_002771,12
oxford_002371,12
oxford_002984,12
jesus_000301,7
magdalen_000250,9
bodleian_000036,3
trinity_000113,15
oxford_000657,12
balliol_000019,2
trinity_000030,15
all_souls_000045,0
oxford_003580,12
radcliffe_camera_000529,14
magdalen_000743,9
oxford_001221,12
keble_000171,8
oxford_002804,12
christ_church_000372,4
new_000234,10
oxford_002905,12
oxford_002511,12
oxford_001313,12
oxford_001710,12
new_000634,10
radcliffe_camera_000212,14
oxford_003554,12
magdalen_000000,9
oxford_000311,12
new_000368,10
magdalen_000760,9
oxford_002161,12
christ_church_000308,4
cornmarket_000093,5
radcliffe_camera_000021,14
worcester_000197,16
new_000746,10
radcliffe_camera_000475,14
jesus_000372,7
christ_church_000718,4
new_000399,10
balliol_000108,2
magdalen_001015,9
balliol_000148,2
new_000259,10
ashmolean_000059,1
oxford_001505,12
ashmolean_000052,1
pitt_rivers_000135,13
balliol_000022,2
magdalen_000734,9
all_souls_000013,0
christ_church_000811,4
christ_church_000679,4
new_001085,10
oxford_001911,12
oriel_000067,11
oxford_001865,12
new_000729,10
christ_church_000537,4
all_souls_000153,0
magdalen_000810,9
radcliffe_camera_000106,14
oxford_002553,12
radcliffe_camera_000059,14
oxford_003154,12
magdalen_000696,9
oxford_002554,12
oxford_000399,12
oxford_003569,12
oxford_001268,12
magdalen_000799,9
balliol_000050,2
balliol_000156,2
trinity_000337,15
trinity_000238,15
all_souls_000103,0
oxford_000607,12
oxford_002715,12
oxford_002762,12
oxford_001964,12
magdalen_000320,9
jesus_000295,7
oxford_000874,12
oriel_000083,11
trinity_000344,15
trinity_000281,15
keble_000035,8
oxford_001361,12
magdalen_000374,9
trinity_000050,15
oxford_003544,12
oxford_000834,12
magdalen_000526,9
new_000654,10
magdalen_000279,9
christ_church_001094,4
new_000867,10
oxford_003133,12
bodleian_000000,3
balliol_000054,2
new_000456,10
trinity_000026,15
ashmolean_000296,1
oxford_000110,12
trinity_000321,15
new_000922,10
trinity_000385,15
oxford_002470,12
magdalen_000713,9
magdalen_000141,9
christ_church_000346,4
jesus_000026,7
oxford_003428,12
christ_church_000803,4
magdalen_000525,9
new_000061,10
oxford_002533,12
oxford_000335,12
christ_church_000798,4
bodleian_000248,3
oxford_002308,12
new_000469,10
oxford_000166,12
oxford_003170,12
keble_000036,8
oxford_002156,12
magdalen_000551,9
new_000518,10
new_000638,10
magdalen_000814,9
christ_church_000369,4
trinity_000063,15
trinity_000131,15
balliol_000097,2
all_souls_000150,0
oxford_000099,12
new_001063,10
christ_church_001021,4
jesus_000265,7
jesus_000346,7
magdalen_000431,9
keble_000022,8
keble_000192,8
magdalen_000140,9
trinity_000295,15
balliol_000213,2
magdalen_000309,9
christ_church_000169,4
worcester_000069,16
oxford_001291,12
hertford_000133,6
radcliffe_camera_000088,14
radcliffe_camera_000420,14
magdalen_000980,9
christ_church_000005,4
balliol_000035,2
oxford_001188,12
christ_church_000969,4
magdalen_000557,9
oxford_000917,12
bodleian_000447,3
new_000926,10
bodleian_000189,3
new_000224,10
magdalen_001014,9
oriel_000069,11
oxford_000518,12
oxford_000821,12
new_000791,10
oxford_001145,12
trinity_000079,15
oxford_000220,12
magdalen_000284,9
oxford_000338,12
balliol_000039,2
new_000684,10
oxford_000685,12
oxford_002898,12
christ_church_000453,4
bodleian_000363,3
all_souls_000145,0
oxford_001087,12
magdalen_000639,9
worcester_000088,16
radcliffe_camera_000508,14
oxford_002265,12
new_001072,10
magdalen_000702,9
christ_church_000435,4
magdalen_001003,9
new_000790,10
oriel_000086,11
ashmolean_000010,1
oxford_001770,12
oxford_003038,12
christ_church_000220,4
magdalen_000255,9
oxford_001034,12
ashmolean_000076,1
oxford_000949,12
radcliffe_camera_000362,14
oxford_000941,12
oxford_003008,12
oxford_000805,12
radcliffe_camera_000454,14
oxford_002362,12
magdalen_000273,9
oxford_002922,12
oxford_000814,12
jesus_000014,7
oxford_001899,12
oxford_000236,12
oxford_002075,12
radcliffe_camera_000539,14
radcliffe_camera_000173,14
trinity_000365,15
jesus_000123,7
bodleian_000405,3
new_000023,10
all_souls_000048,0
bodleian_000150,3
oxford_003480,12
oxford_001675,12
ashmolean_000281,1
hertford_000109,6
oriel_000013,11
oxford_001882,12
oxford_003275,12
jesus_000166,7
ashmolean_000155,1
radcliffe_camera_000543,14
magdalen_000103,9
magdalen_001057,9
christ_church_000546,4
christ_church_000639,4
magdalen_000832,9
new_000973,10
magdalen_000522,9
balliol_000032,2
worcester_000056,16
keble_000021,8
oriel_000058,11
oxford_000342,12
trinity_000316,15
balliol_000117,2
oxford_000679,12
oxford_000406,12
oxford_003187,12
oxford_001584,12
radcliffe_camera_000076,14
oxford_002409,12
christ_church_001001,4
magdalen_000704,9
radcliffe_camera_000218,14
new_000979,10
oxford_001648,12
oxford_001046,12
oxford_003099,12
trinity_000290,15
oxford_001169,12
cornmarket_000118,5
oxford_002815,12
radcliffe_camera_000047,14
trinity_000106,15
oxford_000524,12
balliol_000181,2
trinity_000055,15
radcliffe_camera_000354,14
new_000391,10
radcliffe_camera_000115,14
jesus_000061,7
bodleian_000368,3
magdalen_001108,9
bodleian_000191,3
oxford_001777,12
new_000540,10
new_000915,10
oxford_001971,12
oxford_000013,12
oxford_000386,12
oxford_002083,12
trinity_000042,15
new_000510,10
jesus_000359,7
oxford_002502,12
all_souls_000148,0
magdalen_000426,9
jesus_000365,7
new_000086,10
christ_church_000630,4
new_000913,10
oriel_000047,11
oxford_001787,12
radcliffe_camera_000423,14
christ_church_000664,4
radcliffe_camera_000569,14
all_souls_000180,0
radcliffe_camera_000301,14
pitt_rivers_000010,13
worcester_000001,16
magdalen_001095,9
oriel_000040,11
magdalen_000180,9
oxford_001450,12
new_000045,10
new_000978,10
oxford_000119,12
new_000460,10
oxford_001109,12
christ_church_001088,4
oxford_002703,12
christ_church_000076,4
oxford_001977,12
jesus_000298,7
trinity_000205,15
all_souls_000099,0
magdalen_000029,9
oxford_003190,12
magdalen_000365,9
christ_church_000454,4
oxford_003389,12
christ_church_000293,4
new_001029,10
christ_church_000754,4
pitt_rivers_000030,13
new_000350,10
christ_church_000300,4
cornmarket_000074,5
oxford_000108,12
oxford_000259,12
oxford_003391,12
christ_church_000321,4
oxford_002507,12
new_000692,10
keble_000055,8
trinity_000352,15
magdalen_000611,9
oxford_002570,12
worcester_000074,16
oxford_003042,12
balliol_000015,2
worcester_000143,16
christ_church_000721,4
new_000482,10
radcliffe_camera_000105,14
bodleian_000168,3
keble_000243,8
radcliffe_camera_000107,14
oxford_003073,12
oxford_003358,12
oxford_001557,12
worcester_000118,16
bodleian_000445,3
bodleian_000460,3
cornmarket_000097,5
bodleian_000076,3
keble_000004,8
oxford_000305,12
radcliffe_camera_000189,14
oxford_003627,12
jesus_000272,7
oxford_001312,12
trinity_000283,15
worcester_000173,16
new_000409,10
oxford_000183,12
all_souls_000054,0
oxford_000531,12
oxford_001940,12
christ_church_000409,4
christ_church_000972,4
christ_church_000164,4
oxford_001931,12
new_000225,10
trinity_000166,15
magdalen_000847,9
magdalen_000642,9
new_000229,10
oxford_000072,12
oxford_003310,12
worcester_000111,16
oxford_002801,12
radcliffe_camera_000093,14
trinity_000314,15
trinity_000210,15
oxford_003321,12
oxford_002881,12
oxford_003565,12
new_000999,10
jesus_000383,7
oxford_000076,12
jesus_000309,7
christ_church_000333,4
jesus_000282,7
oxford_002207,12
magdalen_000582,9
jesus_000334,7
oxford_003579,12
all_souls_000197,0
radcliffe_camera_000457,14
new_000390,10
oxford_000068,12
new_000402,10
magdalen_000978,9
oxford_001204,12
oxford_002172,12
cornmarket_000018,5
balliol_000119,2
magdalen_000515,9
new_000513,10
oxford_001760,12
oxford_003553,12
magdalen_000199,9
oxford_000351,12
jesus_000392,7
oxford_000133,12
magdalen_000785,9
trinity_000080,15
christ_church_000189,4
oriel_000100,11
magdalen_000213,9
oxford_001311,12
balliol_000113,2
oxford_000543,12
magdalen_000037,9
hertford_000131,6
magdalen_000343,9
christ_church_000632,4
balliol_000037,2
ashmolean_000062,1
christ_church_000359,4
ashmolean_000213,1
all_souls_000142,0
christ_church_001121,4
radcliffe_camera_000295,14
oriel_000064,11
new_000822,10
trinity_000118,15
pitt_rivers_000143,13
radcliffe_camera_000349,14
oxford_000730,12
new_000631,10
balliol_000154,2
oxford_001950,12
christ_church_000350,4
oxford_001516,12
christ_church_000327,4
new_000691,10
new_000321,10
oxford_001139,12
new_000883,10
oxford_001895,12
all_souls_000021,0
oriel_000034,11
oxford_001562,12
ashmolean_000201,1
radcliffe_camera_000447,14
oxford_001666,12
bodleian_000285,3
christ_church_000462,4
new_000424,10
magdalen_000619,9
new_000273,10
jesus_000305,7
trinity_000027,15
oxford_003294,12
magdalen_000254,9
christ_church_001048,4
oxford_001239,12
christ_church_000130,4
oxford_002675,12
oxford_002405,12
oxford_003144,12
oxford_002704,12
magdalen_000577,9
magdalen_000265,9
oxford_001395,12
new_000449,10
oxford_002539,12
ashmolean_000003,1
jesus_000324,7
jesus_000382,7
new_000365,10
oriel_000080,11
christ_church_001017,4
oxford_001541,12
pitt_rivers_000138,13
new_000309,10
keble_000064,8
oxford_000403,12
christ_church_000382,4
oxford_000672,12
hertford_000110,6
trinity_000134,15
christ_church_000935,4
christ_church_000709,4
oxford_000026,12
all_souls_000040,0
keble_000253,8
magdalen_000028,9
bodleian_000120,3
hertford_000018,6
oxford_002920,12
oxford_000542,12
oxford_003681,12
oxford_002505,12
pitt_rivers_000038,13
bodleian_000069,3
oxford_003044,12
keble_000169,8
oxford_001123,12
oxford_000627,12
christ_church_000338,4
new_000466,10
christ_church_000975,4
hertford_000055,6
magdalen_000892,9
magdalen_000227,9
hertford_000082,6
radcliffe_camera_000158,14
oxford_002595,12
magdalen_000653,9
oxford_002684,12
balliol_000079,2
oxford_003177,12
christ_church_000932,4
oxford_002320,12
oxford_003548,12
oxford_001506,12
oxford_002313,12
oxford_001529,12
oxford_001783,12
christ_church_000072,4
new_000479,10
christ_church_000824,4
all_souls_000181,0
jesus_000116,7
bodleian_000179,3
jesus_000288,7
new_001035,10
oxford_003006,12
christ_church_000531,4
all_souls_000205,0
jesus_000215,7
oxford_000481,12
oxford_000563,12
oxford_000374,12
christ_church_000802,4
oriel_000096,11
oxford_003074,12
hertford_000087,6
ashmolean_000024,1
magdalen_000512,9
new_000477,10
oxford_001699,12
hertford_000106,6
oxford_002335,12
new_000755,10
new_000228,10
cornmarket_000016,5
oxford_000037,12
christ_church_000217,4
ashmolean_000288,1
oxford_003252,12
oxford_002255,12
cornmarket_000027,5
magdalen_000194,9
new_000251,10
ashmolean_000210,1
bodleian_000140,3
christ_church_000180,4
christ_church_000779,4
radcliffe_camera_000516,14
christ_church_000191,4
radcliffe_camera_000176,14
oxford_003388,12
oxford_003560,12
new_000459,10
oxford_001587,12
christ_church_000714,4
magdalen_000054,9
oxford_003184,12
oxford_000811,12
ashmolean_000078,1
oxford_001674,12
hertford_000119,6
worcester_000114,16
christ_church_000283,4
oxford_002157,12
oxford_003010,12
oxford_001406,12
oxford_001008,12
bodleian_000410,3
oxford_000558,12
magdalen_000152,9
jesus_000002,7
oxford_001220,12
magdalen_000361,9
keble_000010,8
magdalen_001126,9
new_000877,10
magdalen_000238,9
magdalen_000338,9
worcester_000198,16
magdalen_000670,9
hertford_000078,6
magdalen_000758,9
radcliffe_camera_000542,14
bodleian_000101,3
new_000517,10
oxford_000458,12
radcliffe_camera_000530,14
magdalen_000529,9
oxford_002559,12
oxford_000760,12
cornmarket_000071,5
christ_church_001007,4
oxford_002871,12
magdalen_000634,9
keble_000079,8
magdalen_000647,9
new_000382,10
ashmolean_000093,1
bodleian_000013,3
oxford_001778,12
new_000363,10
oxford_002842,12
ashmolean_000094,1
balliol_000036,2
jesus_000400,7
jesus_000004,7
magdalen_001097,9
trinity_000040,15
oxford_000209,12
magdalen_000041,9
all_souls_000039,0
oxford_001175,12
radcliffe_camera_000234,14
christ_church_000584,4
oxford_002193,12
oxford_002105,12
magdalen_000002,9
trinity_000294,15
bodleian_000328,3
oxford_001344,12
radcliffe_camera_000170,14
balliol_000198,2
magdalen_000851,9
keble_000108,8
new_000008,10
oxford_000930,12
oxford_001631,12
oxford_001085,12
new_000068,10
balliol_000065,2
oxford_003067,12
new_000874,10
oxford_000763,12
christ_church_000992,4
oxford_003658,12
trinity_000088,15
oriel_000084,11
magdalen_000358,9
oxford_003529,12
trinity_000284,15
oxford_001963,12
magdalen_000261,9
bodleian_000324,3
oxford_002886,12
bodleian_000129,3
cornmarket_000122,5
ashmolean_000083,1
oxford_000022,12
oxford_000175,12
oxford_003096,12
magdalen_000595,9
oxford_001154,12
jesus_000292,7
radcliffe_camera_000022,14
trinity_000105,15
keble_000041,8
oxford_000477,12
oxford_003298,12
cornmarket_000096,5
new_000226,10
bodleian_000338,3
oxford_000240,12
magdalen_000867,9
magdalen_000831,9
christ_church_000983,4
new_000128,10
oxford_001746,12
pitt_rivers_000028,13
oxford_000869,12
oxford_001385,12
balliol_000084,2
magdalen_000257,9
trinity_000067,15
magdalen_001008,9
ashmolean_000104,1
magdalen_000299,9
oxford_000079,12
oxford_000410,12
christ_church_001028,4
balliol_000145,2
christ_church_001046,4
radcliffe_camera_000014,14
magdalen_000861,9
balliol_000159,2
worcester_000138,16
christ_church_000945,4
magdalen_000506,9
oxford_000978,12
worcester_000176,16
oxford_003315,12
ashmolean_000119,1
bodleian_000471,3
bodleian_000037,3
trinity_000114,15
magdalen_000363,9
ashmolean_000214,1
new_000839,10
bodleian_000017,3
new_001004,10
magdalen_000539,9
bodleian_000381,3
christ_church_000349,4
trinity_000004,15
oxford_000926,12
cornmarket_000024,5
oxford_000296,12
radcliffe_camera_000520,14
pitt_rivers_000060,13
oxford_000316,12
oxford_002903,12
oxford_003068,12
oxford_001956,12
christ_church_000437,4
all_souls_000020,0
christ_church_000653,4
christ_church_000146,4
oxford_000773,12
bodleian_000427,3
radcliffe_camera_000296,14
balliol_000010,2
oxford_003266,12
pitt_rivers_000072,13
ashmolean_000005,1
oxford_000700,12
balliol_000014,2
oxford_001463,12
new_001030,10
oxford_001384,12
all_souls_000209,0
oxford_003614,12
christ_church_000690,4
magdalen_000648,9
magdalen_000463,9
oxford_002891,12
oxford_002066,12
bodleian_000115,3
jesus_000275,7
magdalen_000012,9
oxford_002049,12
oriel_000094,11
worcester_000137,16
magdalen_000203,9
bodleian_000401,3
trinity_000093,15
ashmolean_000066,1
oxford_003137,12
radcliffe_camera_000366,14
hertford_000025,6
balliol_000075,2
oxford_002473,12
all_souls_000214,0
oxford_001483,12
ashmolean_000002,1
magdalen_000160,9
oxford_002702,12
all_souls_000105,0
oxford_000636,12
oxford_001523,12
magdalen_000189,9
oxford_000752,12
oxford_000100,12
magdalen_000995,9
new_000881,10
magdalen_001040,9
magdalen_000650,9
oxford_001397,12
magdalen_000999,9
all_souls_000065,0
pitt_rivers_000087,13
worcester_000130,16
magdalen_000490,9
christ_church_001012,4
oxford_002403,12
new_000682,10
radcliffe_camera_000523,14
christ_church_000976,4
oxford_000574,12
bodleian_000370,3
magdalen_000973,9
radcliffe_camera_000187,14
oxford_003279,12
oxford_003352,12
trinity_000086,15
keble_000195,8
oxford_001654,12
ashmolean_000125,1
christ_church_000305,4
jesus_000353,7
oxford_001536,12
magdalen_001087,9
oriel_000063,11
radcliffe_camera_000307,14
oxford_003034,12
oxford_001544,12
keble_000042,8
ashmolean_000025,1
radcliffe_camera_000035,14
oxford_002264,12
trinity_000107,15
hertford_000057,6
magdalen_000236,9
ashmolean_000269,1
all_souls_000149,0
oxford_003325,12
christ_church_000218,4
balliol_000040,2
bodleian_000019,3
jesus_000299,7
worcester_000140,16
radcliffe_camera_000096,14
new_000821,10
christ_church_000483,4
trinity_000021,15
oxford_002338,12
trinity_000049,15
magdalen_000334,9
oxford_002360,12
magdalen_000139,9
magdalen_000633,9
cornmarket_000120,5
oxford_001478,12
radcliffe_camera_000184,14
magdalen_000520,9
new_000876,10
oxford_000824,12
bodleian_000198,3
oxford_001435,12
oxford_002953,12
balliol_000012,2
keble_000038,8
trinity_000119,15
magdalen_000312,9
trinity_000335,15
balliol_000051,2
new_000550,10
magdalen_000042,9
oxford_003539,12
magdalen_000786,9
christ_church_000050,4
bodleian_000255,3
bodleian_000058,3
oxford_002548,12
worcester_000133,16
oxford_003518,12
new_000184,10
christ_church_000631,4
oxford_002414,12
trinity_000028,15
radcliffe_camera_000282,14
cornmarket_000077,5
magdalen_000260,9
christ_church_000330,4
christ_church_000820,4
oxford_000975,12
magdalen_000308,9
trinity_000120,15
magdalen_000294,9
oxford_000568,12
oxford_002237,12
oxford_000560,12
oxford_002243,12
keble_000187,8
jesus_000300,7
oxford_003235,12
radcliffe_camera_000164,14
all_souls_000110,0
christ_church_000371,4
new_000313,10
all_souls_000019,0
oxford_001111,12
oriel_000016,11
oxford_001447,12
radcliffe_camera_000361,14
keble_000095,8
oxford_000693,12
oxford_002173,12
christ_church_000450,4
magdalen_000994,9
oxford_001150,12
oxford_003278,12
trinity_000006,15
christ_church_000722,4
oxford_003193,12
oriel_000092,11
christ_church_001056,4
worcester_000174,16
oxford_002730,12
radcliffe_camera_000043,14
oxford_000065,12
pitt_rivers_000172,13
bodleian_000321,3
radcliffe_camera_000519,14
christ_church_000627,4
jesus_000279,7
radcliffe_camera_000473,14
radcliffe_camera_000552,14
new_001061,10
oxford_001754,12
magdalen_001051,9
oxford_000920,12
trinity_000125,15
christ_church_000884,4
oxford_000659,12
christ_church_000178,4
new_000046,10
new_000406,10
christ_church_000357,4
oxford_001672,12
christ_church_000345,4
christ_church_000837,4
ashmolean_000079,1
bodleian_000258,3
christ_church_000222,4
oxford_003449,12
new_000014,10
magdalen_000943,9
oxford_003022,12
balliol_000143,2
all_souls_000033,0
new_000724,10
christ_church_000318,4
new_000811,10
christ_church_000428,4
oxford_001904,12
oxford_001255,12
magdalen_000197,9
oxford_000592,12
oxford_000155,12
cornmarket_000092,5
bodleian_000201,3
pitt_rivers_000071,13
oxford_002123,12
christ_church_000885,4
ashmolean_000249,1
christ_church_000138,4
magdalen_000310,9
cornmarket_000091,5
new_000292,10
bodleian_000382,3
jesus_000134,7
christ_church_001044,4
oxford_002895,12
oxford_002349,12
bodleian_000192,3
oxford_001503,12
oxford_003202,12
new_000145,10
hertford_000099,6
christ_church_000062,4
bodleian_000325,3
new_000488,10
oxford_002188,12
balliol_000062,2
oxford_001601,12
oxford_000836,12
oxford_003468,12
balliol_000061,2
magdalen_000951,9
radcliffe_camera_000387,14
oxford_001612,12
magdalen_000300,9
oxford_001708,12
keble_000196,8
cornmarket_000078,5
magdalen_000246,9
ashmolean_000058,1
keble_000048,8
magdalen_000258,9
bodleian_000136,3
oxford_002816,12
new_000866,10
magdalen_000737,9
pitt_rivers_000041,13
oxford_002361,12
new_000337,10
new_000099,10
radcliffe_camera_000439,14
balliol_000095,2
new_000796,10
christ_church_000163,4
oxford_002055,12
radcliffe_camera_000026,14
bodleian_000050,3
pitt_rivers_000198,13
radcliffe_camera_000219,14
radcliffe_camera_000112,14
new_000733,10
radcliffe_camera_000168,14
balliol_000165,2
christ_church_000646,4
magdalen_000669,9
oxford_000688,12
new_001074,10
oxford_002902,12
oriel_000014,11
magdalen_000477,9
oriel_000012,11
new_000738,10
new_000408,10
magdalen_000635,9
oxford_000357,12
new_001067,10
oxford_003131,12
oxford_000586,12
cornmarket_000131,5
oxford_003455,12
worcester_000141,16
radcliffe_camera_000400,14
magdalen_001027,9
magdalen_000004,9
oxford_000308,12
keble_000230,8
hertford_000066,6
trinity_000338,15
magdalen_000776,9
new_000362,10
oxford_002503,12
magdalen_000719,9
radcliffe_camera_000083,14
oxford_001528,12
christ_church_000596,4
oxford_000078,12
christ_church_000314,4
christ_church_000856,4
oxford_001728,12
magdalen_000380,9
oxford_001859,12
all_souls_000191,0
balliol_000172,2
christ_church_000753,4
oxford_003329,12
christ_church_000592,4
cornmarket_000022,5
new_000665,10
all_souls_000152,0
christ_church_000133,4
oxford_000903,12
christ_church_000319,4
oxford_002982,12
radcliffe_camera_000326,14
jesus_000313,7
oxford_001190,12
keble_000070,8
all_souls_000041,0
jesus_000394,7
oxford_000181,12
ashmolean_000217,1
hertford_000080,6
new_000028,10
oxford_002472,12
trinity_000310,15
oxford_002411,12
christ_church_000629,4
new_000820,10
radcliffe_camera_000239,14
oxford_002047,12
keble_000190,8
cornmarket_000104,5
jesus_000329,7
magdalen_001036,9
bodleian_000416,3
oxford_002006,12
oxford_002197,12
magdalen_000145,9
christ_church_000221,4
oxford_000965,12
christ_church_000171,4
ashmolean_000225,1
all_souls_000017,0
magdalen_000229,9
oxford_000947,12
magdalen_000757,9
christ_church_000442,4
new_000452,10
new_000785,10
oxford_000991,12
oxford_002283,12
keble_000155,8
magdalen_000033,9
magdalen_000214,9
christ_church_000376,4
radcliffe_camera_000041,14
keble_000247,8
new_000664,10
oxford_000227,12
radcliffe_camera_000146,14
all_souls_000002,0
magdalen_000325,9
oxford_000719,12
magdalen_000276,9
magdalen_000451,9
new_000410,10
oriel_000019,11
christ_church_001062,4
oxford_000909,12
christ_church_000451,4
trinity_000363,15
oxford_002802,12
oxford_002326,12
jesus_000024,7
oxford_001047,12
trinity_000309,15
christ_church_000260,4
oxford_001272,12
oxford_003326,12
keble_000251,8
keble_000102,8
christ_church_000581,4
new_000282,10
oxford_001962,12
magdalen_000369,9
magdalen_000720,9
christ_church_000619,4
all_souls_000029,0
oxford_002841,12
hertford_000008,6
oxford_001879,12
jesus_000325,7
christ_church_001059,4
oxford_000425,12
oxford_000046,12
oxford_001527,12
magdalen_000332,9
oxford_002276,12
worcester_000117,16
magdalen_000172,9
oxford_002818,12
christ_church_000696,4
oxford_000334,12
oxford_001789,12
balliol_000049,2
new_000154,10
trinity_000039,15
oxford_003510,12
christ_church_000441,4
balliol_000157,2
ashmolean_000257,1
trinity_000038,15
ashmolean_000014,1
trinity_000270,15
magdalen_000235,9
oxford_001721,12
christ_church_000198,4
oxford_002651,12
magdalen_000079,9
new_001017,10
pitt_rivers_000032,13
balliol_000191,2
oxford_001585,12
oxford_001512,12
oxford_000587,12
ashmolean_000285,1
new_000388,10
cornmarket_000106,5
magdalen_000852,9
oxford_001833,12
ashmolean_000067,1
christ_church_000829,4
christ_church_001055,4
ashmolean_000120,1
ashmolean_000012,1
balliol_000112,2
magdalen_000796,9
christ_church_000892,4
oxford_000414,12
christ_church_000170,4
oxford_001994,12
magdalen_000748,9
radcliffe_camera_000240,14
oxford_002683,12
hertford_000073,6
oxford_000289,12
magdalen_000507,9
christ_church_000273,4
ashmolean_000208,1
new_000443,10
bodleian_000289,3
oxford_001215,12
christ_church_000626,4
ashmolean_000036,1
oxford_002461,12
oxford_000057,12
christ_church_000054,4
jesus_000318,7
trinity_000124,15
all_souls_000068,0
oxford_002885,12
new_000380,10
oxford_000487,12
christ_church_001034,4
oxford_002555,12
jesus_000332,7
oxford_002402,12
new_000346,10
oxford_001645,12
all_souls_000061,0
balliol_000124,2
oxford_003410,12
ashmolean_000337,1
oxford_003347,12
oxford_001341,12
christ_church_000292,4
oriel_000109,11
oxford_001410,12
christ_church_000828,4
magdalen_000665,9
new_000485,10
oxford_002111,12
oxford_000873,12
christ_church_000661,4
oxford_000114,12
oxford_003390,12
bodleian_000070,3
trinity_000313,15
jesus_000124,7
balliol_000194,2
oxford_000729,12
christ_church_000814,4
new_000164,10
worcester_000054,16
radcliffe_camera_000560,14
new_000855,10
radcliffe_camera_000082,14
christ_church_000933,4
christ_church_000549,4
jesus_000291,7
trinity_000334,15
oxford_001903,12
ashmolean_000121,1
oxford_003045,12
bodleian_000365,3
balliol_000170,2
balliol_000149,2
pitt_rivers_000123,13
trinity_000077,15
oxford_002658,12
magdalen_000751,9
balliol_000120,2
christ_church_000412,4
christ_church_000199,4
christ_church_000354,4
oxford_003456,12
all_souls_000034,0
keble_000202,8
trinity_000056,15
oxford_000407,12
oxford_002179,12
trinity_000213,15
christ_church_000066,4
new_000467,10
oxford_001048,12
christ_church_000077,4
trinity_000236,15
oxford_001756,12
new_000345,10
jesus_000249,7
magdalen_000378,9
trinity_000197,15
oxford_000502,12
magdalen_000620,9
balliol_000135,2
ashmolean_000241,1
oxford_002050,12
hertford_000081,6
all_souls_000072,0
jesus_000216,7
oxford_002373,12
oxford_002682,12
oxford_002562,12
oxford_003319,12
oriel_000091,11
oxford_000023,12
trinity_000172,15
magdalen_000024,9
new_001020,10
oxford_002238,12
all_souls_000067,0
oxford_000904,12
jesus_000001,7
ashmolean_000183,1
all_souls_000114,0
oxford_002266,12
oxford_000765,12
worcester_000193,16
oxford_000736,12
all_souls_000011,0
oxford_000858,12
trinity_000339,15
christ_church_000177,4
all_souls_000101,0
cornmarket_000080,5
radcliffe_camera_000406,14
christ_church_001020,4
oxford_001892,12
new_001076,10
magdalen_000046,9
jesus_000117,7
oxford_002949,12
ashmolean_000149,1
magdalen_000178,9
bodleian_000359,3
oxford_003261,12
oxford_002863,12
oxford_001673,12
pitt_rivers_000014,13
oxford_002301,12
oxford_001499,12
magdalen_001116,9
oxford_003094,12
trinity_000177,15
christ_church_000331,4
oxford_003393,12
magdalen_000005,9
oxford_000584,12
oxford_000331,12
trinity_000211,15
balliol_000110,2
christ_church_000219,4
new_001070,10
new_000538,10
oxford_003345,12
all_souls_000213,0
hertford_000111,6
radcliffe_camera_000004,14
oriel_000048,11
oriel_000095,11
ashmolean_000233,1
christ_church_000529,4
new_000211,10
oxford_000377,12
magdalen_001080,9
hertford_000116,6
oxford_002059,12
ashmolean_000345,1
all_souls_000143,0
oxford_002817,12
jesus_000297,7
oxford_002844,12
bodleian_000354,3
oriel_000081,11
oxford_001107,12
jesus_000322,7
magdalen_000806,9
trinity_000319,15
all_souls_000008,0
keble_000015,8
oxford_001265,12
radcliffe_camera_000166,14
christ_church_000278,4
trinity_000075,15
oxford_000573,12
oxford_003322,12
pitt_rivers_000115,13
magdalen_000662,9
